RC201

      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
   72      65.00      55.00      14.00     241.00     361.00      10.00
   73      63.00      65.00       8.00      60.00     180.00      10.00
   74       2.00      60.00       5.00     286.00     406.00      10.00
   75      20.00      20.00       8.00     645.00     765.00      10.00
   76       5.00       5.00      16.00     232.00     352.00      10.00
   77      60.00      12.00      31.00     268.00     388.00      10.00
   78      23.00       3.00       7.00     764.00     884.00      10.00
   79       8.00      56.00      27.00     365.00     485.00      10.00
   80       6.00      68.00      30.00     352.00     472.00      10.00
   81      47.00      47.00      13.00     822.00     942.00      10.00
   82      49.00      58.00      10.00     355.00     475.00      10.00
   83      27.00      43.00       9.00     152.00     272.00      10.00
   84      37.00      31.00      14.00     105.00     225.00      10.00
   85      57.00      29.00      18.00     395.00     515.00      10.00
   86      63.00      23.00       2.00     344.00     464.00      10.00
   87      21.00      24.00      28.00     349.00     469.00      10.00
   88      12.00      24.00      13.00     359.00     479.00      10.00
   89      24.00      58.00      19.00     260.00     380.00      10.00
   90      67.00       5.00      25.00     713.00     833.00      10.00
   91      37.00      47.00       6.00     359.00     479.00      10.00
   92      49.00      42.00      13.00     719.00     839.00      10.00
   93      53.00      43.00      14.00      14.00     134.00      10.00
   94      61.00      52.00       3.00     808.00     928.00      10.00
   95      57.00      48.00      23.00     392.00     512.00      10.00
   96      56.00      37.00       6.00     100.00     220.00      10.00
   97      55.00      54.00      26.00     562.00     682.00      10.00
   98       4.00      18.00      35.00     547.00     667.00      10.00
   99      26.00      52.00       9.00     172.00     292.00      10.00
  100      26.00      35.00      15.00     308.00     428.00      10.00
  101      31.00      67.00       3.00     810.00     930.00      10.00
RC202
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00     960.00       0.00
    2      25.00      85.00      20.00       0.00     911.00      10.00
    3      22.00      75.00      30.00       0.00     919.00      10.00
    4      22.00      85.00      10.00       0.00     910.00      10.00
    5      20.00      80.00      40.00     644.00     764.00      10.00
    6      20.00      85.00      20.00       0.00     909.00      10.00
    7      18.00      75.00      20.00     388.00     508.00      10.00
    8      15.00      75.00      20.00       0.00     914.00      10.00
    9      15.00      80.00      10.00     367.00     487.00      10.00
   10      10.00      35.00      20.00     371.00     491.00      10.00
   11      10.00      40.00      30.00     519.00     639.00      10.00
   12       8.00      40.00      40.00     195.00     315.00      10.00
   13       8.00      45.00      20.00       0.00     917.00      10.00
   14       5.00      35.00      10.00     653.00     773.00      10.00
   15       5.00      45.00      10.00      35.00     155.00      10.00
   16       2.00      40.00      20.00     174.00     294.00      10.00
   17       0.00      40.00      20.00     255.00     375.00      10.00
   18       0.00      45.00      20.00     703.00     823.00      10.00
   19      44.00       5.00      20.00     335.00     455.00      10.00
   20      42.00      10.00      40.00     254.00     374.00      10.00
   21      42.00      15.00      10.00     537.00     657.00      10.00
   22      40.00       5.00      10.00       0.00     905.00      10.00
   23      40.00      15.00      40.00     375.00     495.00      10.00
   24      38.00       5.00      30.00     201.00     321.00      10.00
   25      38.00      15.00      10.00     681.00     801.00      10.00
   26      35.00       5.00      20.00     784.00     904.00      10.00
   27      95.00      30.00      30.00       0.00     891.00      10.00
   28      95.00      35.00      20.00     146.00     266.00      10.00
   29      92.00      30.00      10.00     149.00     269.00      10.00
   30      90.00      35.00      10.00     194.00     314.00      10.00
   31      88.00      30.00      10.00     246.00     366.00      10.00
   32      88.00      35.00      20.00       0.00     899.00      10.00
   33      87.00      30.00      10.00     621.00     741.00      10.00
   34      85.00      25.00      10.00      80.00     200.00      10.00
   35      85.00      35.00      30.00       0.00     902.00      10.00
   36      67.00      85.00      20.00     657.00     777.00      10.00
   37      65.00      85.00      40.00      43.00     163.00      10.00
   38      65.00      82.00      10.00       0.00     909.00      10.00
   39      62.00      80.00      30.00     278.00     398.00      10.00
   40      60.00      80.00      10.00      64.00     184.00      10.00
   41      60.00      85.00      30.00     329.00     449.00      10.00
   42      58.00      75.00      20.00     376.00     496.00      10.00
   43      55.00      80.00      10.00      33.00     153.00      10.00
   44      55.00      85.00      20.00     574.00     694.00      10.00
   45      55.00      82.00      10.00     217.00     337.00      10.00
   46      20.00      82.00      10.00      37.00     157.00      10.00
   47      18.00      80.00      10.00     489.00     609.00      10.00
   48       2.00      45.00      10.00     105.00     225.00      10.00
   49      42.00       5.00      10.00       0.00     904.00      10.00
   50      42.00      12.00      10.00     440.00     560.00      10.00
   51      72.00      35.00      30.00       0.00     914.00      10.00
   52      55.00      20.00      19.00     326.00     446.00      10.00
   53      25.00      30.00       3.00       0.00     925.00      10.00
   54      20.00      50.00       5.00     375.00     495.00      10.00
   55      55.00      60.00      16.00     601.00     721.00      10.00
   56      30.00      60.00      16.00     599.00     719.00      10.00
   57      50.00      35.00      19.00     557.00     677.00      10.00
   58      30.00      25.00      23.00     397.00     517.00      10.00
   59      15.00      10.00      20.00     782.00     902.00      10.00
   60      10.00      20.00      19.00       0.00     907.00      10.00
   61      15.00      60.00      17.00     694.00     814.00      10.00
   62      45.00      65.00       9.00     258.00     378.00      10.00
   63      65.00      35.00       3.00     167.00     287.00      10.00
   64      65.00      20.00       6.00      39.00     159.00      10.00
   65      45.00      30.00      17.00     191.00     311.00      10.00
   66      35.00      40.00      16.00      11.00     131.00      10.00
   67      41.00      37.00      16.00     566.00     686.00      10.00
   68      64.00      42.00       9.00     268.00     388.00      10.00
   69      40.00      60.00      21.00     612.00     732.00      10.00
   70      31.00      52.00      27.00     157.00     277.00      10.00
   71      35.00      69.00      23.00     810.00     930.00      10.00
   72      65.00      55.00      14.00     241.00     361.00      10.00
   73      63.00      65.00       8.00       0.00     922.00      10.00
   74       2.00      60.00       5.00     286.00     406.00      10.00
   75      20.00      20.00       8.00     645.00     765.00      10.00
   76       5.00       5.00      16.00       0.00     892.00      10.00
   77      60.00      12.00      31.00     268.00     388.00      10.00
   78      23.00       3.00       7.00     764.00     884.00      10.00
   79       8.00      56.00      27.00     365.00     485.00      10.00
   80       6.00      68.00      30.00     352.00     472.00      10.00
   81      47.00      47.00      13.00     822.00     942.00      10.00
   82      49.00      58.00      10.00     355.00     475.00      10.00
   83      27.00      43.00       9.00       0.00     935.00      10.00
   84      37.00      31.00      14.00       0.00     930.00      10.00
   85      57.00      29.00      18.00     395.00     515.00      10.00
   86      63.00      23.00       2.00       0.00     914.00      10.00
   87      21.00      24.00      28.00     349.00     469.00      10.00
   88      12.00      24.00      13.00     359.00     479.00      10.00
   89      24.00      58.00      19.00     260.00     380.00      10.00
   90      67.00       5.00      25.00     713.00     833.00      10.00
   91      37.00      47.00       6.00     359.00     479.00      10.00
   92      49.00      42.00      13.00       0.00     937.00      10.00
   93      53.00      43.00      14.00      14.00     134.00      10.00
   94      61.00      52.00       3.00     808.00     928.00      10.00
   95      57.00      48.00      23.00       0.00     932.00      10.00
   96      56.00      37.00       6.00       0.00     929.00      10.00
   97      55.00      54.00      26.00       0.00     934.00      10.00
   98       4.00      18.00      35.00     547.00     667.00      10.00
   99      26.00      52.00       9.00       0.00     935.00      10.00
  100      26.00      35.00      15.00     308.00     428.00      10.00
  101      31.00      67.00       3.00     810.00     930.00      10.00
RC203
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00     960.00       0.00
    2      25.00      85.00      20.00       0.00     911.00      10.00
    3      22.00      75.00      30.00       0.00     919.00      10.00
    4      22.00      85.00      10.00       0.00     910.00      10.00
    5      20.00      80.00      40.00     644.00     764.00      10.00
    6      20.00      85.00      20.00       0.00     909.00      10.00
    7      18.00      75.00      20.00     388.00     508.00      10.00
    8      15.00      75.00      20.00       0.00     914.00      10.00
    9      15.00      80.00      10.00     367.00     487.00      10.00
   10      10.00      35.00      20.00     371.00     491.00      10.00
   11      10.00      40.00      30.00     519.00     639.00      10.00
   12       8.00      40.00      40.00     195.00     315.00      10.00
   13       8.00      45.00      20.00       0.00     917.00      10.00
   14       5.00      35.00      10.00     653.00     773.00      10.00
   15       5.00      45.00      10.00       0.00     914.00      10.00
   16       2.00      40.00      20.00     174.00     294.00      10.00
   17       0.00      40.00      20.00       0.00     908.00      10.00
   18       0.00      45.00      20.00     703.00     823.00      10.00
   19      44.00       5.00      20.00       0.00     904.00      10.00
   20      42.00      10.00      40.00       0.00     909.00      10.00
   21      42.00      15.00      10.00       0.00     914.00      10.00
   22      40.00       5.00      10.00       0.00     905.00      10.00
   23      40.00      15.00      40.00     375.00     495.00      10.00
   24      38.00       5.00      30.00     201.00     321.00      10.00
   25      38.00      15.00      10.00       0.00     914.00      10.00
   26      35.00       5.00      20.00     784.00     904.00      10.00
   27      95.00      30.00      30.00       0.00     891.00      10.00
   28      95.00      35.00      20.00     146.00     266.00      10.00
   29      92.00      30.00      10.00       0.00     894.00      10.00
   30      90.00      35.00      10.00       0.00     897.00      10.00
   31      88.00      30.00      10.00     246.00     366.00      10.00
   32      88.00      35.00      20.00       0.00     899.00      10.00
   33      87.00      30.00      10.00       0.00     898.00      10.00
   34      85.00      25.00      10.00      80.00     200.00      10.00
   35      85.00      35.00      30.00       0.00     902.00      10.00
   36      67.00      85.00      20.00     657.00     777.00      10.00
   37      65.00      85.00      40.00      43.00     163.00      10.00
   38      65.00      82.00      10.00       0.00     909.00      10.00
   39      62.00      80.00      30.00     278.00     398.00      10.00
   40      60.00      80.00      10.00      64.00     184.00      10.00
   41      60.00      85.00      30.00     329.00     449.00      10.00
   42      58.00      75.00      20.00     376.00     496.00      10.00
   43      55.00      80.00      10.00      33.00     153.00      10.00
   44      55.00      85.00      20.00       0.00     911.00      10.00
   45      55.00      82.00      10.00     217.00     337.00      10.00
   46      20.00      82.00      10.00      37.00     157.00      10.00
   47      18.00      80.00      10.00       0.00     912.00      10.00
   48       2.00      45.00      10.00       0.00     911.00      10.00
   49      42.00       5.00      10.00       0.00     904.00      10.00
   50      42.00      12.00      10.00     440.00     560.00      10.00
   51      72.00      35.00      30.00       0.00     914.00      10.00
   52      55.00      20.00      19.00       0.00     916.00      10.00
   53      25.00      30.00       3.00       0.00     925.00      10.00
   54      20.00      50.00       5.00     375.00     495.00      10.00
   55      55.00      60.00      16.00       0.00     931.00      10.00
   56      30.00      60.00      16.00     599.00     719.00      10.00
   57      50.00      35.00      19.00     557.00     677.00      10.00
   58      30.00      25.00      23.00       0.00     923.00      10.00
   59      15.00      10.00      20.00     782.00     902.00      10.00
   60      10.00      20.00      19.00       0.00     907.00      10.00
   61      15.00      60.00      17.00       0.00     923.00      10.00
   62      45.00      65.00       9.00       0.00     934.00      10.00
   63      65.00      35.00       3.00     167.00     287.00      10.00
   64      65.00      20.00       6.00       0.00     910.00      10.00
   65      45.00      30.00      17.00     191.00     311.00      10.00
   66      35.00      40.00      16.00      11.00     131.00      10.00
   67      41.00      37.00      16.00     566.00     686.00      10.00
   68      64.00      42.00       9.00     268.00     388.00      10.00
   69      40.00      60.00      21.00     612.00     732.00      10.00
   70      31.00      52.00      27.00     157.00     277.00      10.00
   71      35.00      69.00      23.00     810.00     930.00      10.00
   72      65.00      55.00      14.00       0.00     924.00      10.00
   73      63.00      65.00       8.00       0.00     922.00      10.00
   74       2.00      60.00       5.00       0.00     910.00      10.00
   75      20.00      20.00       8.00     645.00     765.00      10.00
   76       5.00       5.00      16.00       0.00     892.00      10.00
   77      60.00      12.00      31.00     268.00     388.00      10.00
   78      23.00       3.00       7.00     764.00     884.00      10.00
   79       8.00      56.00      27.00     365.00     485.00      10.00
   80       6.00      68.00      30.00     352.00     472.00      10.00
   81      47.00      47.00      13.00     822.00     942.00      10.00
   82      49.00      58.00      10.00       0.00     937.00      10.00
   83      27.00      43.00       9.00       0.00     935.00      10.00
   84      37.00      31.00      14.00       0.00     930.00      10.00
   85      57.00      29.00      18.00     395.00     515.00      10.00
   86      63.00      23.00       2.00       0.00     914.00      10.00
   87      21.00      24.00      28.00       0.00     917.00      10.00
   88      12.00      24.00      13.00     359.00     479.00      10.00
   89      24.00      58.00      19.00     260.00     380.00      10.00
   90      67.00       5.00      25.00       0.00     897.00      10.00
   91      37.00      47.00       6.00       0.00     945.00      10.00
   92      49.00      42.00      13.00       0.00     937.00      10.00
   93      53.00      43.00      14.00      14.00     134.00      10.00
   94      61.00      52.00       3.00     808.00     928.00      10.00
   95      57.00      48.00      23.00       0.00     932.00      10.00
   96      56.00      37.00       6.00       0.00     929.00      10.00
   97      55.00      54.00      26.00       0.00     934.00      10.00
   98       4.00      18.00      35.00       0.00     901.00      10.00
   99      26.00      52.00       9.00       0.00     935.00      10.00
  100      26.00      35.00      15.00     308.00     428.00      10.00
  101      31.00      67.00       3.00     810.00     930.00      10.00
RC204
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00     960.00       0.00
    2      25.00      85.00      20.00       0.00     911.00      10.00
    3      22.00      75.00      30.00       0.00     919.00      10.00
    4      22.00      85.00      10.00       0.00     910.00      10.00
    5      20.00      80.00      40.00     644.00     764.00      10.00
    6      20.00      85.00      20.00       0.00     909.00      10.00
    7      18.00      75.00      20.00       0.00     916.00      10.00
    8      15.00      75.00      20.00       0.00     914.00      10.00
    9      15.00      80.00      10.00     367.00     487.00      10.00
   10      10.00      35.00      20.00     371.00     491.00      10.00
   11      10.00      40.00      30.00       0.00     918.00      10.00
   12       8.00      40.00      40.00     195.00     315.00      10.00
   13       8.00      45.00      20.00       0.00     917.00      10.00
   14       5.00      35.00      10.00     653.00     773.00      10.00
   15       5.00      45.00      10.00       0.00     914.00      10.00
   16       2.00      40.00      20.00     174.00     294.00      10.00
   17       0.00      40.00      20.00       0.00     908.00      10.00
   18       0.00      45.00      20.00       0.00     909.00      10.00
   19      44.00       5.00      20.00       0.00     904.00      10.00
   20      42.00      10.00      40.00       0.00     909.00      10.00
   21      42.00      15.00      10.00       0.00     914.00      10.00
   22      40.00       5.00      10.00       0.00     905.00      10.00
   23      40.00      15.00      40.00       0.00     915.00      10.00
   24      38.00       5.00      30.00     201.00     321.00      10.00
   25      38.00      15.00      10.00       0.00     914.00      10.00
   26      35.00       5.00      20.00     784.00     904.00      10.00
   27      95.00      30.00      30.00       0.00     891.00      10.00
   28      95.00      35.00      20.00       0.00     892.00      10.00
   29      92.00      30.00      10.00       0.00     894.00      10.00
   30      90.00      35.00      10.00       0.00     897.00      10.00
   31      88.00      30.00      10.00       0.00     898.00      10.00
   32      88.00      35.00      20.00       0.00     899.00      10.00
   33      87.00      30.00      10.00       0.00     898.00      10.00
   34      85.00      25.00      10.00       0.00     898.00      10.00
   35      85.00      35.00      30.00       0.00     902.00      10.00
   36      67.00      85.00      20.00       0.00     905.00      10.00
   37      65.00      85.00      40.00       0.00     906.00      10.00
   38      65.00      82.00      10.00       0.00     909.00      10.00
   39      62.00      80.00      30.00     278.00     398.00      10.00
   40      60.00      80.00      10.00       0.00     913.00      10.00
   41      60.00      85.00      30.00       0.00     909.00      10.00
   42      58.00      75.00      20.00       0.00     919.00      10.00
   43      55.00      80.00      10.00       0.00     916.00      10.00
   44      55.00      85.00      20.00       0.00     911.00      10.00
   45      55.00      82.00      10.00     217.00     337.00      10.00
   46      20.00      82.00      10.00       0.00     912.00      10.00
   47      18.00      80.00      10.00       0.00     912.00      10.00
   48       2.00      45.00      10.00       0.00     911.00      10.00
   49      42.00       5.00      10.00       0.00     904.00      10.00
   50      42.00      12.00      10.00       0.00     911.00      10.00
   51      72.00      35.00      30.00       0.00     914.00      10.00
   52      55.00      20.00      19.00       0.00     916.00      10.00
   53      25.00      30.00       3.00       0.00     925.00      10.00
   54      20.00      50.00       5.00     375.00     495.00      10.00
   55      55.00      60.00      16.00       0.00     931.00      10.00
   56      30.00      60.00      16.00     599.00     719.00      10.00
   57      50.00      35.00      19.00       0.00     931.00      10.00
   58      30.00      25.00      23.00       0.00     923.00      10.00
   59      15.00      10.00      20.00     782.00     902.00      10.00
   60      10.00      20.00      19.00       0.00     907.00      10.00
   61      15.00      60.00      17.00       0.00     923.00      10.00
   62      45.00      65.00       9.00       0.00     934.00      10.00
   63      65.00      35.00       3.00     167.00     287.00      10.00
   64      65.00      20.00       6.00       0.00     910.00      10.00
   65      45.00      30.00      17.00       0.00     929.00      10.00
   66      35.00      40.00      16.00       0.00     938.00      10.00
   67      41.00      37.00      16.00       0.00     936.00      10.00
   68      64.00      42.00       9.00     268.00     388.00      10.00
   69      40.00      60.00      21.00       0.00     940.00      10.00
   70      31.00      52.00      27.00     157.00     277.00      10.00
   71      35.00      69.00      23.00       0.00     930.00      10.00
   72      65.00      55.00      14.00       0.00     924.00      10.00
   73      63.00      65.00       8.00       0.00     922.00      10.00
   74       2.00      60.00       5.00       0.00     910.00      10.00
   75      20.00      20.00       8.00     645.00     765.00      10.00
   76       5.00       5.00      16.00       0.00     892.00      10.00
   77      60.00      12.00      31.00     268.00     388.00      10.00
   78      23.00       3.00       7.00     764.00     884.00      10.00
   79       8.00      56.00      27.00       0.00     917.00      10.00
   80       6.00      68.00      30.00     352.00     472.00      10.00
   81      47.00      47.00      13.00       0.00     942.00      10.00
   82      49.00      58.00      10.00       0.00     937.00      10.00
   83      27.00      43.00       9.00       0.00     935.00      10.00
   84      37.00      31.00      14.00       0.00     930.00      10.00
   85      57.00      29.00      18.00     395.00     515.00      10.00
   86      63.00      23.00       2.00       0.00     914.00      10.00
   87      21.00      24.00      28.00       0.00     917.00      10.00
   88      12.00      24.00      13.00     359.00     479.00      10.00
   89      24.00      58.00      19.00       0.00     932.00      10.00
   90      67.00       5.00      25.00       0.00     897.00      10.00
   91      37.00      47.00       6.00       0.00     945.00      10.00
   92      49.00      42.00      13.00       0.00     937.00      10.00
   93      53.00      43.00      14.00      14.00     134.00      10.00
   94      61.00      52.00       3.00       0.00     928.00      10.00
   95      57.00      48.00      23.00       0.00     932.00      10.00
   96      56.00      37.00       6.00       0.00     929.00      10.00
   97      55.00      54.00      26.00       0.00     934.00      10.00
   98       4.00      18.00      35.00       0.00     901.00      10.00
   99      26.00      52.00       9.00       0.00     935.00      10.00
  100      26.00      35.00      15.00     308.00     428.00      10.00
  101      31.00      67.00       3.00     810.00     930.00      10.00
RC205
      CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00     960.00       0.00
    2      25.00      85.00      20.00     431.00     911.00      10.00
    3      22.00      75.00      30.00      30.00     510.00      10.00
    4      22.00      85.00      10.00     291.00     771.00      10.00
    5      20.00      80.00      40.00     674.00     734.00      10.00
    6      20.00      85.00      20.00      40.00     520.00      10.00
    7      18.00      75.00      20.00     393.00     502.00      10.00
    8      15.00      75.00      20.00     120.00     600.00      10.00
    9      15.00      80.00      10.00     397.00     457.00      10.00
   10      10.00      35.00      20.00     401.00     461.00      10.00
   11      10.00      40.00      30.00     535.00     622.00      10.00
   12       8.00      40.00      40.00     225.00     285.00      10.00
   13       8.00      45.00      20.00      43.00     523.00      10.00
   14       5.00      35.00      10.00     683.00     743.00      10.00
   15       5.00      45.00      10.00      35.00     366.00      10.00
   16       2.00      40.00      20.00     204.00     264.00      10.00
   17       0.00      40.00      20.00     204.00     425.00      10.00
   18       0.00      45.00      20.00     698.00     827.00      10.00
   19      44.00       5.00      20.00     306.00     483.00      10.00
   20      42.00      10.00      40.00     199.00     428.00      10.00
   21      42.00      15.00      10.00     494.00     699.00      10.00
   22      40.00       5.00      10.00      45.00     525.00      10.00
   23      40.00      15.00      40.00     383.00     486.00      10.00
   24      38.00       5.00      30.00     231.00     291.00      10.00
   25      38.00      15.00      10.00     609.00     872.00      10.00
   26      35.00       5.00      20.00     821.00     881.00      10.00
   27      95.00      30.00      30.00     349.00     829.00      10.00
   28      95.00      35.00      20.00     138.00     273.00      10.00
   29      92.00      30.00      10.00      78.00     339.00      10.00
   30      90.00      35.00      10.00     132.00     375.00      10.00
   31      88.00      30.00      10.00     252.00     359.00      10.00
   32      88.00      35.00      20.00      50.00     530.00      10.00
   33      87.00      30.00      10.00     562.00     799.00      10.00
   34      85.00      25.00      10.00      71.00     208.00      10.00
   35      85.00      35.00      30.00     307.00     787.00      10.00
   36      67.00      85.00      20.00     655.00     778.00      10.00
   37      65.00      85.00      40.00      43.00     186.00      10.00
   38      65.00      82.00      10.00     377.00     857.00      10.00
   39      62.00      80.00      30.00     308.00     368.00      10.00
   40      60.00      80.00      10.00      46.00     201.00      10.00
   41      60.00      85.00      30.00     339.00     438.00      10.00
   42      58.00      75.00      20.00     377.00     494.00      10.00
   43      55.00      80.00      10.00      33.00     166.00      10.00
   44      55.00      85.00      20.00     531.00     736.00      10.00
   45      55.00      82.00      10.00     247.00     307.00      10.00
   46      20.00      82.00      10.00      37.00     177.00      10.00
   47      18.00      80.00      10.00     432.00     665.00      10.00
   48       2.00      45.00      10.00      38.00     322.00      10.00
   49      42.00       5.00      10.00     424.00     904.00      10.00
   50      42.00      12.00      10.00     460.00     539.00      10.00
   51      72.00      35.00      30.00     327.00     807.00      10.00
   52      55.00      20.00      19.00     273.00     498.00      10.00
   53      25.00      30.00       3.00      25.00     505.00      10.00
   54      20.00      50.00       5.00     405.00     465.00      10.00
   55      55.00      60.00      16.00     554.00     767.00      10.00
   56      30.00      60.00      16.00     629.00     689.00      10.00
   57      50.00      35.00      19.00     560.00     673.00      10.00
   58      30.00      25.00      23.00     342.00     571.00      10.00
   59      15.00      10.00      20.00     842.00     902.00      10.00
   60      10.00      20.00      19.00      42.00     522.00      10.00
   61      15.00      60.00      17.00     623.00     884.00      10.00
   62      45.00      65.00       9.00     214.00     421.00      10.00
   63      65.00      35.00       3.00     197.00     257.00      10.00
   64      65.00      20.00       6.00      39.00     316.00      10.00
   65      45.00      30.00      17.00     191.00     310.00      10.00
   66      35.00      40.00      16.00      11.00     140.00      10.00
   67      41.00      37.00      16.00     570.00     681.00      10.00
   68      64.00      42.00       9.00     298.00     358.00      10.00
   69      40.00      60.00      21.00     613.00     730.00      10.00
   70      31.00      52.00      27.00     187.00     247.00      10.00
   71      35.00      69.00      23.00     780.00     930.00      10.00
   72      65.00      55.00      14.00     191.00     410.00      10.00
   73      63.00      65.00       8.00      27.00     507.00      10.00
   74       2.00      60.00       5.00     240.00     451.00      10.00
   75      20.00      20.00       8.00     675.00     735.00      10.00
   76       5.00       5.00      16.00      57.00     537.00      10.00
   77      60.00      12.00      31.00     298.00     358.00      10.00
   78      23.00       3.00       7.00     794.00     854.00      10.00
   79       8.00      56.00      27.00     366.00     483.00      10.00
   80       6.00      68.00      30.00     382.00     442.00      10.00
   81      47.00      47.00      13.00     817.00     942.00      10.00
   82      49.00      58.00      10.00     332.00     497.00      10.00
   83      27.00      43.00       9.00      14.00     494.00      10.00
   84      37.00      31.00      14.00      19.00     499.00      10.00
   85      57.00      29.00      18.00     425.00     485.00      10.00
   86      63.00      23.00       2.00     164.00     644.00      10.00
   87      21.00      24.00      28.00     310.00     507.00      10.00
   88      12.00      24.00      13.00     389.00     449.00      10.00
   89      24.00      58.00      19.00     262.00     377.00      10.00
   90      67.00       5.00      25.00     611.00     897.00      10.00
   91      37.00      47.00       6.00     311.00     526.00      10.00
   92      49.00      42.00      13.00     457.00     937.00      10.00
   93      53.00      43.00      14.00      14.00      74.00      10.00
   94      61.00      52.00       3.00     789.00     928.00      10.00
   95      57.00      48.00      23.00     212.00     692.00      10.00
   96      56.00      37.00       6.00      20.00     500.00      10.00
   97      55.00      54.00      26.00     382.00     862.00      10.00
   98       4.00      18.00      35.00     516.00     697.00      10.00
   99      26.00      52.00       9.00      14.00     494.00      10.00
  100      26.00      35.00      15.00     338.00     398.00      10.00
  101      31.00      67.00       3.00     870.00     930.00      10.00
RC206
