C201
      CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME  DUE DATE   SERVICE TIME
   58      38.00      15.00      40.00    1725.00    1885.00      90.00
   59      38.00       5.00      30.00    1442.00    1602.00      90.00
   60      38.00      10.00      10.00    1630.00    1790.00      90.00
   61      35.00       5.00      20.00    1535.00    1695.00      90.00
   62      50.00      30.00      10.00     401.00     561.00      90.00
   63      50.00      35.00      20.00     120.00     280.00      90.00
   64      50.00      40.00      50.00      25.00     185.00      90.00
   65      48.00      30.00      10.00     493.00     653.00      90.00
   66      44.00      25.00      10.00     871.00    1031.00      90.00
   67      47.00      35.00      10.00     588.00     748.00      90.00
   68      47.00      40.00      10.00      12.00     172.00      90.00
   69      42.00      30.00      10.00     776.00     936.00      90.00
   70      45.00      35.00      10.00     680.00     840.00      90.00
   71      95.00      30.00      30.00    2321.00    2481.00      90.00
   72      95.00      35.00      20.00    2226.00    2386.00      90.00
   73      53.00      30.00      10.00     308.00     468.00      90.00
   74      92.00      30.00      10.00    2414.00    2574.00      90.00
   75      53.00      35.00      50.00     213.00     373.00      90.00
   76      45.00      65.00      20.00     118.00     278.00      90.00
   77      90.00      35.00      10.00    2131.00    2291.00      90.00
   78      72.00      45.00      10.00    2900.00    3060.00      90.00
   79      78.00      40.00      20.00    2802.00    2962.00      90.00
   80      87.00      30.00      10.00    2608.00    2768.00      90.00
   81      85.00      25.00      10.00    2513.00    2673.00      90.00
   82      85.00      35.00      30.00    2703.00    2863.00      90.00
   83      75.00      55.00      20.00    1925.00    2085.00      90.00
   84      72.00      55.00      10.00    1832.00    1992.00      90.00
   85      70.00      58.00      20.00    1641.00    1801.00      90.00
   86      86.00      46.00      30.00    2029.00    2189.00      90.00
   87      66.00      55.00      10.00    1736.00    1896.00      90.00
   88      64.00      46.00      20.00    3097.00    3257.00      90.00
   89      65.00      60.00      30.00    1546.00    1706.00      90.00
   90      56.00      64.00      10.00    1355.00    1515.00      90.00
   91      60.00      55.00      10.00    3119.00    3279.00      90.00
   92      60.00      60.00      10.00    1451.00    1611.00      90.00
   93      67.00      85.00      20.00     694.00     854.00      90.00
   94      42.00      58.00      40.00       8.00     168.00      90.00
   95      65.00      82.00      10.00     788.00     948.00      90.00
   96      62.00      80.00      30.00     881.00    1041.00      90.00
   97      62.00      40.00      10.00    3001.00    3161.00      90.00
   98      60.00      85.00      30.00     597.00     757.00      90.00
   99      58.00      75.00      20.00     978.00    1138.00      90.00
  100      55.00      80.00      10.00     407.00     567.00      90.00
  101      55.00      85.00      20.00     502.00     662.00      90.00

C202
      CUST NO.   XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    3390.00       0.00
    2      52.00      75.00      10.00       0.00    3272.00      90.00
    3      45.00      70.00      30.00       0.00    3279.00      90.00
    4      62.00      69.00      10.00       0.00    3270.00      90.00
    5      60.00      66.00      10.00    1261.00    1421.00      90.00
    6      42.00      65.00      10.00       0.00    3284.00      90.00
    7      16.00      42.00      20.00     497.00     657.00      90.00
    8      58.00      70.00      20.00       0.00    3273.00      90.00
    9      34.00      60.00      20.00    2887.00    3047.00      90.00
   10      28.00      70.00      10.00    2601.00    2761.00      90.00
   11      35.00      66.00      10.00    2791.00    2951.00      90.00
   12      35.00      69.00      10.00    2698.00    2858.00      90.00
   13      25.00      85.00      20.00       0.00    3261.00      90.00
   14      22.00      75.00      30.00    2405.00    2565.00      90.00
   15      22.00      85.00      10.00    2026.00    2186.00      90.00
   16      20.00      80.00      40.00    2216.00    2376.00      90.00
   17      20.00      85.00      40.00    1934.00    2094.00      90.00
   18      18.00      75.00      20.00    2311.00    2471.00      90.00
   19      15.00      75.00      20.00    1742.00    1902.00      90.00
   20      15.00      80.00      10.00    1837.00    1997.00      90.00
   21      30.00      50.00      10.00      10.00     170.00      90.00
   22      30.00      56.00      20.00       0.00    3288.00      90.00
   23      28.00      52.00      20.00      22.00     182.00      90.00
   24      14.00      66.00      10.00    1643.00    1803.00      90.00
   25      25.00      50.00      10.00     116.00     276.00      90.00
   26      22.00      66.00      40.00    2504.00    2664.00      90.00
   27       8.00      62.00      10.00       0.00    3265.00      90.00
   28      23.00      52.00      10.00     209.00     369.00      90.00
   29       4.00      55.00      20.00    1447.00    1607.00      90.00
   30      20.00      50.00      10.00     398.00     558.00      90.00
   31      20.00      55.00      10.00     303.00     463.00      90.00
   32      10.00      35.00      20.00       0.00    3266.00      90.00
   33      10.00      40.00      30.00     593.00     753.00      90.00
   34       8.00      40.00      40.00     685.00     845.00      90.00
   35       8.00      45.00      20.00       0.00    3267.00      90.00
   36       5.00      35.00      10.00     876.00    1036.00      90.00
   37       5.00      45.00      10.00    1253.00    1413.00      90.00
   38       2.00      40.00      20.00       0.00    3260.00      90.00
   39       0.00      40.00      30.00    1063.00    1223.00      90.00
   40       0.00      45.00      20.00    1158.00    1318.00      90.00
   41      36.00      18.00      10.00    1819.00    1979.00      90.00
   42      35.00      32.00      10.00    2758.00    2918.00      90.00
   43      33.00      32.00      20.00    2666.00    2826.00      90.00
   44      33.00      35.00      10.00    2573.00    2733.00      90.00
   45      32.00      20.00      10.00    1913.00    2073.00      90.00
   46      30.00      30.00      10.00    2105.00    2265.00      90.00
   47      34.00      25.00      30.00    2009.00    2169.00      90.00
   48      30.00      35.00      10.00    2480.00    2640.00      90.00
   49      36.00      40.00      10.00       0.00    3289.00      90.00
   50      48.00      20.00      10.00     967.00    1127.00      90.00
   51      26.00      32.00      10.00       0.00    3277.00      90.00
   52      25.00      30.00      10.00    2200.00    2360.00      90.00
   53      25.00      35.00      10.00       0.00    3278.00      90.00
   54      44.00       5.00      20.00    1256.00    1416.00      90.00
   55      42.00      10.00      40.00    1160.00    1320.00      90.00
   56      42.00      15.00      10.00    1065.00    1225.00      90.00
   57      40.00       5.00      30.00    1350.00    1510.00      90.00
   58      38.00      15.00      40.00    1725.00    1885.00      90.00
   59      38.00       5.00      30.00    1442.00    1602.00      90.00
   60      38.00      10.00      10.00       0.00    3259.00      90.00
   61      35.00       5.00      20.00    1535.00    1695.00      90.00
   62      50.00      30.00      10.00     401.00     561.00      90.00
   63      50.00      35.00      20.00     120.00     280.00      90.00
   64      50.00      40.00      50.00      25.00     185.00      90.00
   65      48.00      30.00      10.00     493.00     653.00      90.00
   66      44.00      25.00      10.00     871.00    1031.00      90.00
   67      47.00      35.00      10.00     588.00     748.00      90.00
   68      47.00      40.00      10.00      12.00     172.00      90.00
   69      42.00      30.00      10.00     776.00     936.00      90.00
   70      45.00      35.00      10.00     680.00     840.00      90.00
   71      95.00      30.00      30.00    2321.00    2481.00      90.00
   72      95.00      35.00      20.00    2226.00    2386.00      90.00
   73      53.00      30.00      10.00       0.00    3276.00      90.00
   74      92.00      30.00      10.00    2414.00    2574.00      90.00
   75      53.00      35.00      50.00     213.00     373.00      90.00
   76      45.00      65.00      20.00       0.00    3284.00      90.00
   77      90.00      35.00      10.00    2131.00    2291.00      90.00
   78      72.00      45.00      10.00    2900.00    3060.00      90.00
   79      78.00      40.00      20.00    2802.00    2962.00      90.00
   80      87.00      30.00      10.00    2608.00    2768.00      90.00
   81      85.00      25.00      10.00    2513.00    2673.00      90.00
   82      85.00      35.00      30.00    2703.00    2863.00      90.00
   83      75.00      55.00      20.00       0.00    3264.00      90.00
   84      72.00      55.00      10.00       0.00    3267.00      90.00
   85      70.00      58.00      20.00    1641.00    1801.00      90.00
   86      86.00      46.00      30.00       0.00    3253.00      90.00
   87      66.00      55.00      10.00    1736.00    1896.00      90.00
   88      64.00      46.00      20.00    3097.00    3257.00      90.00
   89      65.00      60.00      30.00    1546.00    1706.00      90.00
   90      56.00      64.00      10.00    1355.00    1515.00      90.00
   91      60.00      55.00      10.00    3119.00    3279.00      90.00
   92      60.00      60.00      10.00       0.00    3277.00      90.00
   93      67.00      85.00      20.00     694.00     854.00      90.00
   94      42.00      58.00      40.00       8.00     168.00      90.00
   95      65.00      82.00      10.00       0.00    3259.00      90.00
   96      62.00      80.00      30.00       0.00    3262.00      90.00
   97      62.00      40.00      10.00       0.00    3275.00      90.00
   98      60.00      85.00      30.00     597.00     757.00      90.00
   99      58.00      75.00      20.00       0.00    3269.00      90.00
  100      55.00      80.00      10.00     407.00     567.00      90.00
  101      55.00      85.00      20.00     502.00     662.00      90.00

C203
      CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    3390.00       0.00
    2      52.00      75.00      10.00       0.00    3272.00      90.00
    3      45.00      70.00      30.00       0.00    3279.00      90.00
    4      62.00      69.00      10.00       0.00    3270.00      90.00
    5      60.00      66.00      10.00    1261.00    1421.00      90.00
    6      42.00      65.00      10.00       0.00    3284.00      90.00
    7      16.00      42.00      20.00     497.00     657.00      90.00
    8      58.00      70.00      20.00       0.00    3273.00      90.00
    9      34.00      60.00      20.00    2887.00    3047.00      90.00
   10      28.00      70.00      10.00    2601.00    2761.00      90.00
   11      35.00      66.00      10.00    2791.00    2951.00      90.00
   12      35.00      69.00      10.00    2698.00    2858.00      90.00
   13      25.00      85.00      20.00       0.00    3261.00      90.00
   14      22.00      75.00      30.00    2405.00    2565.00      90.00
   15      22.00      85.00      10.00       0.00    3260.00      90.00
   16      20.00      80.00      40.00    2216.00    2376.00      90.00
   17      20.00      85.00      40.00       0.00    3259.00      90.00
   18      18.00      75.00      20.00    2311.00    2471.00      90.00
   19      15.00      75.00      20.00       0.00    3264.00      90.00
   20      15.00      80.00      10.00       0.00    3260.00      90.00
   21      30.00      50.00      10.00       0.00    3290.00      90.00
   22      30.00      56.00      20.00       0.00    3288.00      90.00
   23      28.00      52.00      20.00      22.00     182.00      90.00
   24      14.00      66.00      10.00    1643.00    1803.00      90.00
   25      25.00      50.00      10.00       0.00    3285.00      90.00
   26      22.00      66.00      40.00    2504.00    2664.00      90.00
   27       8.00      62.00      10.00       0.00    3265.00      90.00
   28      23.00      52.00      10.00     209.00     369.00      90.00
   29       4.00      55.00      20.00       0.00    3263.00      90.00
   30      20.00      50.00      10.00       0.00    3280.00      90.00
   31      20.00      55.00      10.00     303.00     463.00      90.00
   32      10.00      35.00      20.00       0.00    3266.00      90.00
   33      10.00      40.00      30.00       0.00    3268.00      90.00
   34       8.00      40.00      40.00     685.00     845.00      90.00
   35       8.00      45.00      20.00       0.00    3267.00      90.00
   36       5.00      35.00      10.00     876.00    1036.00      90.00
   37       5.00      45.00      10.00    1253.00    1413.00      90.00
   38       2.00      40.00      20.00       0.00    3260.00      90.00
   39       0.00      40.00      30.00    1063.00    1223.00      90.00
   40       0.00      45.00      20.00    1158.00    1318.00      90.00
   41      36.00      18.00      10.00    1819.00    1979.00      90.00
   42      35.00      32.00      10.00    2758.00    2918.00      90.00
   43      33.00      32.00      20.00    2666.00    2826.00      90.00
   44      33.00      35.00      10.00       0.00    3283.00      90.00
   45      32.00      20.00      10.00    1913.00    2073.00      90.00
   46      30.00      30.00      10.00    2105.00    2265.00      90.00
   47      34.00      25.00      30.00       0.00    3274.00      90.00
   48      30.00      35.00      10.00       0.00    3281.00      90.00
   49      36.00      40.00      10.00       0.00    3289.00      90.00
   50      48.00      20.00      10.00     967.00    1127.00      90.00
   51      26.00      32.00      10.00       0.00    3277.00      90.00
   52      25.00      30.00      10.00       0.00    3275.00      90.00
   53      25.00      35.00      10.00       0.00    3278.00      90.00
   54      44.00       5.00      20.00    1256.00    1416.00      90.00
   55      42.00      10.00      40.00       0.00    3259.00      90.00
   56      42.00      15.00      10.00    1065.00    1225.00      90.00
   57      40.00       5.00      30.00    1350.00    1510.00      90.00
   58      38.00      15.00      40.00       0.00    3264.00      90.00
   59      38.00       5.00      30.00    1442.00    1602.00      90.00
   60      38.00      10.00      10.00       0.00    3259.00      90.00
   61      35.00       5.00      20.00       0.00    3254.00      90.00
   62      50.00      30.00      10.00       0.00    3277.00      90.00
   63      50.00      35.00      20.00     120.00     280.00      90.00
   64      50.00      40.00      50.00       0.00    3285.00      90.00
   65      48.00      30.00      10.00     493.00     653.00      90.00
   66      44.00      25.00      10.00     871.00    1031.00      90.00
   67      47.00      35.00      10.00     588.00     748.00      90.00
   68      47.00      40.00      10.00      12.00     172.00      90.00
   69      42.00      30.00      10.00     776.00     936.00      90.00
   70      45.00      35.00      10.00     680.00     840.00      90.00
   71      95.00      30.00      30.00    2321.00    2481.00      90.00
   72      95.00      35.00      20.00       0.00    3242.00      90.00
   73      53.00      30.00      10.00       0.00    3276.00      90.00
   74      92.00      30.00      10.00       0.00    3244.00      90.00
   75      53.00      35.00      50.00     213.00     373.00      90.00
   76      45.00      65.00      20.00       0.00    3284.00      90.00
   77      90.00      35.00      10.00    2131.00    2291.00      90.00
   78      72.00      45.00      10.00    2900.00    3060.00      90.00
   79      78.00      40.00      20.00    2802.00    2962.00      90.00
   80      87.00      30.00      10.00    2608.00    2768.00      90.00
   81      85.00      25.00      10.00    2513.00    2673.00      90.00
   82      85.00      35.00      30.00       0.00    3252.00      90.00
   83      75.00      55.00      20.00       0.00    3264.00      90.00
   84      72.00      55.00      10.00       0.00    3267.00      90.00
   85      70.00      58.00      20.00    1641.00    1801.00      90.00
   86      86.00      46.00      30.00       0.00    3253.00      90.00
   87      66.00      55.00      10.00       0.00    3273.00      90.00
   88      64.00      46.00      20.00    3097.00    3257.00      90.00
   89      65.00      60.00      30.00    1546.00    1706.00      90.00
   90      56.00      64.00      10.00       0.00    3278.00      90.00
   91      60.00      55.00      10.00       0.00    3279.00      90.00
   92      60.00      60.00      10.00       0.00    3277.00      90.00
   93      67.00      85.00      20.00     694.00     854.00      90.00
   94      42.00      58.00      40.00       8.00     168.00      90.00
   95      65.00      82.00      10.00       0.00    3259.00      90.00
   96      62.00      80.00      30.00       0.00    3262.00      90.00
   97      62.00      40.00      10.00       0.00    3275.00      90.00
   98      60.00      85.00      30.00       0.00    3259.00      90.00
   99      58.00      75.00      20.00       0.00    3269.00      90.00
  100      55.00      80.00      10.00     407.00     567.00      90.00
  101      55.00      85.00      20.00     502.00     662.00      90.00

C204
      CUST NO.  XCOORD.     YCOORD.   DEMAND   READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    3390.00       0.00
    2      52.00      75.00      10.00       0.00    3272.00      90.00
    3      45.00      70.00      30.00       0.00    3279.00      90.00
    4      62.00      69.00      10.00       0.00    3270.00      90.00
    5      60.00      66.00      10.00    1261.00    1421.00      90.00
    6      42.00      65.00      10.00       0.00    3284.00      90.00
    7      16.00      42.00      20.00       0.00    3274.00      90.00
    8      58.00      70.00      20.00       0.00    3273.00      90.00
    9      34.00      60.00      20.00    2887.00    3047.00      90.00
   10      28.00      70.00      10.00    2601.00    2761.00      90.00
   11      35.00      66.00      10.00       0.00    3283.00      90.00
   12      35.00      69.00      10.00    2698.00    2858.00      90.00
   13      25.00      85.00      20.00       0.00    3261.00      90.00
   14      22.00      75.00      30.00    2405.00    2565.00      90.00
   15      22.00      85.00      10.00       0.00    3260.00      90.00
   16      20.00      80.00      40.00    2216.00    2376.00      90.00
   17      20.00      85.00      40.00       0.00    3259.00      90.00
   18      18.00      75.00      20.00       0.00    3266.00      90.00
   19      15.00      75.00      20.00       0.00    3264.00      90.00
   20      15.00      80.00      10.00       0.00    3260.00      90.00
   21      30.00      50.00      10.00       0.00    3290.00      90.00
   22      30.00      56.00      20.00       0.00    3288.00      90.00
   23      28.00      52.00      20.00       0.00    3287.00      90.00
   24      14.00      66.00      10.00    1643.00    1803.00      90.00
   25      25.00      50.00      10.00       0.00    3285.00      90.00
   26      22.00      66.00      40.00    2504.00    2664.00      90.00
   27       8.00      62.00      10.00       0.00    3265.00      90.00
   28      23.00      52.00      10.00       0.00    3282.00      90.00
   29       4.00      55.00      20.00       0.00    3263.00      90.00
   30      20.00      50.00      10.00       0.00    3280.00      90.00
   31      20.00      55.00      10.00       0.00    3279.00      90.00
   32      10.00      35.00      20.00       0.00    3266.00      90.00
   33      10.00      40.00      30.00       0.00    3268.00      90.00
   34       8.00      40.00      40.00       0.00    3266.00      90.00
   35       8.00      45.00      20.00       0.00    3267.00      90.00
   36       5.00      35.00      10.00       0.00    3261.00      90.00
   37       5.00      45.00      10.00       0.00    3264.00      90.00
   38       2.00      40.00      20.00       0.00    3260.00      90.00
   39       0.00      40.00      30.00    1063.00    1223.00      90.00
   40       0.00      45.00      20.00       0.00    3259.00      90.00
   41      36.00      18.00      10.00       0.00    3267.00      90.00
   42      35.00      32.00      10.00       0.00    3281.00      90.00
   43      33.00      32.00      20.00       0.00    3280.00      90.00
   44      33.00      35.00      10.00       0.00    3283.00      90.00
   45      32.00      20.00      10.00    1913.00    2073.00      90.00
   46      30.00      30.00      10.00       0.00    3277.00      90.00
   47      34.00      25.00      30.00       0.00    3274.00      90.00
   48      30.00      35.00      10.00       0.00    3281.00      90.00
   49      36.00      40.00      10.00       0.00    3289.00      90.00
   50      48.00      20.00      10.00       0.00    3268.00      90.00
   51      26.00      32.00      10.00       0.00    3277.00      90.00
   52      25.00      30.00      10.00       0.00    3275.00      90.00
   53      25.00      35.00      10.00       0.00    3278.00      90.00
   54      44.00       5.00      20.00    1256.00    1416.00      90.00
   55      42.00      10.00      40.00       0.00    3259.00      90.00
   56      42.00      15.00      10.00    1065.00    1225.00      90.00
   57      40.00       5.00      30.00       0.00    3255.00      90.00
   58      38.00      15.00      40.00       0.00    3264.00      90.00
   59      38.00       5.00      30.00    1442.00    1602.00      90.00
   60      38.00      10.00      10.00       0.00    3259.00      90.00
   61      35.00       5.00      20.00       0.00    3254.00      90.00
   62      50.00      30.00      10.00       0.00    3277.00      90.00
   63      50.00      35.00      20.00     120.00     280.00      90.00
   64      50.00      40.00      50.00       0.00    3285.00      90.00
   65      48.00      30.00      10.00       0.00    3278.00      90.00
   66      44.00      25.00      10.00       0.00    3274.00      90.00
   67      47.00      35.00      10.00       0.00    3283.00      90.00
   68      47.00      40.00      10.00      12.00     172.00      90.00
   69      42.00      30.00      10.00       0.00    3279.00      90.00
   70      45.00      35.00      10.00     680.00     840.00      90.00
   71      95.00      30.00      30.00       0.00    3241.00      90.00
   72      95.00      35.00      20.00       0.00    3242.00      90.00
   73      53.00      30.00      10.00       0.00    3276.00      90.00
   74      92.00      30.00      10.00       0.00    3244.00      90.00
   75      53.00      35.00      50.00     213.00     373.00      90.00
   76      45.00      65.00      20.00       0.00    3284.00      90.00
   77      90.00      35.00      10.00    2131.00    2291.00      90.00
   78      72.00      45.00      10.00    2900.00    3060.00      90.00
   79      78.00      40.00      20.00       0.00    3260.00      90.00
   80      87.00      30.00      10.00    2608.00    2768.00      90.00
   81      85.00      25.00      10.00       0.00    3248.00      90.00
   82      85.00      35.00      30.00       0.00    3252.00      90.00
   83      75.00      55.00      20.00       0.00    3264.00      90.00
   84      72.00      55.00      10.00       0.00    3267.00      90.00
   85      70.00      58.00      20.00    1641.00    1801.00      90.00
   86      86.00      46.00      30.00       0.00    3253.00      90.00
   87      66.00      55.00      10.00       0.00    3273.00      90.00
   88      64.00      46.00      20.00    3097.00    3257.00      90.00
   89      65.00      60.00      30.00       0.00    3273.00      90.00
   90      56.00      64.00      10.00       0.00    3278.00      90.00
   91      60.00      55.00      10.00       0.00    3279.00      90.00
   92      60.00      60.00      10.00       0.00    3277.00      90.00
   93      67.00      85.00      20.00     694.00     854.00      90.00
   94      42.00      58.00      40.00       0.00    3291.00      90.00
   95      65.00      82.00      10.00       0.00    3259.00      90.00
   96      62.00      80.00      30.00       0.00    3262.00      90.00
   97      62.00      40.00      10.00       0.00    3275.00      90.00
   98      60.00      85.00      30.00       0.00    3259.00      90.00
   99      58.00      75.00      20.00       0.00    3269.00      90.00
  100      55.00      80.00      10.00     407.00     567.00      90.00
  101      55.00      85.00      20.00     502.00     662.00      90.00

C205
      CUST NO.   XCOORD.   YCOORD.    DEMAND    READY TIME   DUE DATE   SERVICE TIME
    1      40.00      50.00       0.00       0.00    3390.00       0.00
    2      52.00      75.00      10.00     231.00     551.00      90.00
    3      45.00      70.00      30.00     133.00     453.00      90.00
    4      62.00      69.00      10.00    1087.00    1407.00      90.00
    5      60.00      66.00      10.00    1181.00    1501.00      90.00
    6      42.00      65.00      10.00      15.00     335.00      90.00
    7      16.00      42.00      20.00     417.00     737.00      90.00
    8      58.00      70.00      20.00     993.00    1313.00      90.00
    9      34.00      60.00      20.00    2807.00    3127.00      90.00
   10      28.00      70.00      10.00    2521.00    2841.00      90.00
   11      35.00      66.00      10.00    2711.00    3031.00      90.00
   12      35.00      69.00      10.00    2618.00    2938.00      90.00
   13      25.00      85.00      20.00    2039.00    2359.00      90.00
   14      22.00      75.00      30.00    2325.00    2645.00      90.00
   15      22.00      85.00      10.00    1946.00    2266.00      90.00
   16      20.00      80.00      40.00    2136.00    2456.00      90.00
   17      20.00      85.00      40.00    1854.00    2174.00      90.00
   18      18.00      75.00      20.00    2231.00    2551.00      90.00
   19      15.00      75.00      20.00    1662.00    1982.00      90.00
   20      15.00      80.00      10.00    1757.00    2077.00      90.00
   21      30.00      50.00      10.00      10.00     330.00      90.00
   22      30.00      56.00      20.00    2903.00    3223.00      90.00
   23      28.00      52.00      20.00      12.00     332.00      90.00
   24      14.00      66.00      10.00    1563.00    1883.00      90.00
   25      25.00      50.00      10.00      36.00     356.00      90.00
   26      22.00      66.00      40.00    2424.00    2744.00      90.00
   27       8.00      62.00      10.00    1465.00    1785.00      90.00
   28      23.00      52.00      10.00     129.00     449.00      90.00
   29       4.00      55.00      20.00    1367.00    1687.00      90.00
   30      20.00      50.00      10.00     318.00     638.00      90.00
   31      20.00      55.00      10.00     223.00     543.00      90.00
   32      10.00      35.00      20.00     701.00    1021.00      90.00
   33      10.00      40.00      30.00     513.00     833.00      90.00
   34       8.00      40.00      40.00     605.00     925.00      90.00
   35       8.00      45.00      20.00    1266.00    1586.00      90.00
   36       5.00      35.00      10.00     796.00    1116.00      90.00
   37       5.00      45.00      10.00    1173.00    1493.00      90.00
   38       2.00      40.00      20.00     891.00    1211.00      90.00
   39       0.00      40.00      30.00     983.00    1303.00      90.00
   40       0.00      45.00      20.00    1078.00    1398.00      90.00
   41      36.00      18.00      10.00    1739.00    2059.00      90.00
   42      35.00      32.00      10.00    2678.00    2998.00      90.00
   43      33.00      32.00      20.00    2586.00    2906.00      90.00
   44      33.00      35.00      10.00    2493.00    2813.00      90.00
   45      32.00      20.00      10.00    1833.00    2153.00      90.00
   46      30.00      30.00      10.00    2025.00    2345.00      90.00
   47      34.00      25.00      30.00    1929.00    2249.00      90.00
   48      30.00      35.00      10.00    2400.00    2720.00      90.00
   49      36.00      40.00      10.00    2776.00    3096.00      90.00
   50      48.00      20.00      10.00     887.00    1207.00      90.00
   51      26.00      32.00      10.00    2212.00    2532.00      90.00
   52      25.00      30.00      10.00    2120.00    2440.00      90.00
   53      25.00      35.00      10.00    2305.00    2625.00      90.00
   54      44.00       5.00      20.00    1176.00    1496.00      90.00
   55      42.00      10.00      40.00    1080.00    1400.00      90.00
   56      42.00      15.00      10.00     985.00    1305.00      90.00
   57      40.00       5.00      30.00    1270.00    1590.00      90.00
   58      38.00      15.00      40.00    1645.00    1965.00      90.00
   59      38.00       5.00      30.00    1362.00    1682.00      90.00
   60      38.00      10.00      10.00    1550.00    1870.00      90.00
   61      35.00       5.00      20.00    1455.00    1775.00      90.00
   62      50.00      30.00      10.00     321.00     641.00      90.00
   63      50.00      35.00      20.00      40.00     360.00      90.00
   64      50.00      40.00      50.00      14.00     334.00      90.00
   65      48.00      30.00      10.00     413.00     733.00      90.00
   66      44.00      25.00      10.00     791.00    1111.00      90.00
   67      47.00      35.00      10.00     508.00     828.00      90.00
   68      47.00      40.00      10.00      12.00     332.00      90.00
   69      42.00      30.00      10.00     696.00    1016.00      90.00
   70      45.00      35.00      10.00     600.00     920.00      90.00
   71      95.00      30.00      30.00    2241.00    2561.00      90.00
   72      95.00      35.00      20.00    2146.00    2466.00      90.00
   73      53.00      30.00      10.00     228.00     548.00      90.00
   74      92.00      30.00      10.00    2334.00    2654.00      90.00
   75      53.00      35.00      50.00     133.00     453.00      90.00
   76      45.00      65.00      20.00      38.00     358.00      90.00
   77      90.00      35.00      10.00    2051.00    2371.00      90.00
   78      72.00      45.00      10.00    2820.00    3140.00      90.00
   79      78.00      40.00      20.00    2722.00    3042.00      90.00
   80      87.00      30.00      10.00    2528.00    2848.00      90.00
